,season,team_id,wins,plus_minus,three_point_avg,ft_attempts_pergame,off_rebounds_pergame,turnovers_pergame,field_goals_avg
44,2003,1152,3,-353,0.3290171427013532,19.966666666666665,12.033333333333333,17.433333333333334,0.441482695714918
45,2003,1153,17,163,0.35248207725372505,21.535714285714285,12.142857142857142,10.607142857142858,0.40576771553685476
46,2003,1154,4,-199,0.31121666959143685,20.083333333333332,11.0,16.333333333333332,0.4025204913520551
47,2003,1155,15,9,0.3489561358713739,22.357142857142858,13.428571428571429,13.464285714285714,0.4453177776294763
48,2003,1156,8,-227,0.3703151796342334,21.133333333333333,10.433333333333334,17.233333333333334,0.4475864112359191
49,2003,1157,11,-68,0.37528654547141094,18.576923076923077,13.346153846153847,16.846153846153847,0.43911338193966604
50,2003,1158,22,136,0.38433578220932235,19.93103448275862,10.89655172413793,14.068965517241379,0.43775221821827376
51,2003,1159,12,-49,0.3514357825505278,15.076923076923077,10.576923076923077,14.307692307692308,0.43521861773700343
52,2003,1160,20,169,0.3302923252164239,23.93548387096774,14.483870967741936,14.0,0.44598040678627476
53,2003,1161,17,40,0.36046536796536793,24.266666666666666,10.8,16.133333333333333,0.5078932197899461
54,2003,1162,2,-336,0.303726646266692,16.0,9.444444444444445,17.074074074074073,0.3718286792603156
55,2003,1163,21,259,0.38692733762998943,22.1,14.766666666666667,15.8,0.474887046925754
56,2003,1164,11,-101,0.39450227352013056,15.678571428571429,9.25,14.857142857142858,0.43876794990329676
57,2003,1165,8,-207,0.3435190203807629,17.26923076923077,9.307692307692308,15.461538461538462,0.43029668367796875
58,2003,1166,29,492,0.38491379754034927,20.03030303030303,10.878787878787879,13.363636363636363,0.4983085727495132
59,2003,1168,10,-108,0.3503565173483503,19.517241379310345,12.068965517241379,13.241379310344827,0.4418292752462083
60,2003,1169,13,-2,0.35995694548126617,21.464285714285715,12.428571428571429,17.107142857142858,0.4469934501614389
61,2003,1170,11,-209,0.319646894717824,20.785714285714285,10.857142857142858,16.357142857142858,0.41298747206466657
62,2003,1171,7,-135,0.35602212937150346,14.423076923076923,6.769230769230769,12.423076923076923,0.41621621791367475
63,2003,1172,14,59,0.39655945755521976,18.958333333333332,11.833333333333334,18.875,0.45284468639527026
64,2003,1173,24,188,0.36289820407502293,22.79310344827586,13.482758620689655,13.310344827586206,0.4524075959102403
65,2003,1174,15,9,0.34371687955468444,18.75862068965517,11.03448275862069,13.413793103448276,0.4097011283907897
66,2003,1175,15,-10,0.3666073408865001,17.14814814814815,10.62962962962963,13.703703703703704,0.44307227020359696
67,2003,1176,17,58,0.3514058063579166,19.875,12.78125,13.3125,0.40776106598187933
68,2003,1177,16,79,0.33145030156584776,21.857142857142858,12.321428571428571,14.535714285714286,0.44004759978622887
69,2003,1178,17,173,0.3438528887752224,18.862068965517242,10.89655172413793,11.96551724137931,0.4850083673759953
70,2003,1179,8,-161,0.3562692973953382,20.214285714285715,8.25,14.392857142857142,0.45168273152963756
71,2003,1180,18,99,0.3425312129005948,19.413793103448278,11.03448275862069,13.586206896551724,0.4292541994216248
72,2003,1181,24,347,0.36559476179314415,28.066666666666666,13.766666666666667,14.033333333333333,0.45956027611556916
73,2003,1182,9,-200,0.36490559640069453,20.366666666666667,10.866666666666667,18.933333333333334,0.4468631680871341
74,2003,1183,13,-35,0.38432575948710834,20.142857142857142,12.107142857142858,12.964285714285714,0.44843983059213194
75,2003,1184,7,-143,0.33080882061219535,22.583333333333332,11.666666666666666,14.833333333333334,0.4495681232198852
76,2003,1185,12,-76,0.2958951020068057,28.846153846153847,12.653846153846153,15.192307692307692,0.46152982584077135
77,2003,1186,17,107,0.34945564734424567,23.82758620689655,9.379310344827585,17.03448275862069,0.46864282971579485
78,2003,1187,10,-73,0.275540062093992,19.28,12.84,12.8,0.4047729582911926
79,2003,1189,10,-151,0.32993654006811896,18.28,12.92,16.2,0.42777043063245657
80,2003,1190,17,60,0.34367348925139474,24.814814814814813,14.0,18.74074074074074,0.45872589971503336
81,2003,1191,12,-103,0.3932379192975937,22.321428571428573,8.785714285714286,15.928571428571429,0.48271122910347264
82,2003,1192,15,-47,0.35828442251566806,18.896551724137932,10.068965517241379,14.586206896551724,0.43916929635513724
83,2003,1193,19,37,0.32968592624552373,25.333333333333332,11.8,17.133333333333333,0.44408089382229954
84,2003,1194,6,-226,0.3324448272012248,18.40740740740741,14.37037037037037,16.62962962962963,0.3941301872458923
85,2003,1196,24,348,0.3918924342465826,18.93548387096774,10.806451612903226,13.387096774193548,0.4776755233431726
86,2003,1197,17,-8,0.3864268014889483,24.0,13.448275862068966,17.482758620689655,0.43170314310211644
87,2003,1198,7,-142,0.30539130862135055,22.285714285714285,13.714285714285714,15.857142857142858,0.408072526904284
88,2003,1199,14,44,0.34095578374953894,18.06896551724138,10.620689655172415,14.89655172413793,0.4352203328728853
89,2003,1200,2,-378,0.338120771741146,18.607142857142858,11.464285714285714,17.464285714285715,0.41162585772620325
90,2003,1201,20,136,0.35289305224044565,18.857142857142858,13.428571428571429,15.785714285714286,0.4486355421349687
91,2003,1202,11,-117,0.32088822672150796,17.678571428571427,12.678571428571429,14.821428571428571,0.4211611762351678
92,2003,1203,12,-15,0.35185932103435047,26.344827586206897,13.793103448275861,16.344827586206897,0.4440700442665793
93,2003,1204,13,-56,0.3470679649384518,21.884615384615383,13.5,15.807692307692308,0.45771651590874146
94,2003,1205,4,-215,0.3002300909202494,12.714285714285714,12.535714285714286,16.464285714285715,0.39545115325317154
95,2003,1206,16,100,0.2986211030261373,20.678571428571427,12.928571428571429,15.678571428571429,0.4249326667475643
96,2003,1207,15,189,0.3321931669921955,25.620689655172413,14.03448275862069,15.931034482758621,0.42993789877584565
97,2003,1208,19,162,0.3790763295096912,21.62962962962963,12.814814814814815,11.555555555555555,0.4655178485320473
98,2003,1209,13,-7,0.35091902581888734,19.464285714285715,11.5,14.535714285714286,0.4574168684821533
99,2003,1210,14,125,0.34016248787782405,21.142857142857142,14.035714285714286,15.178571428571429,0.44859557197293265
100,2003,1211,23,275,0.36994890806980746,24.64516129032258,11.935483870967742,14.548387096774194,0.47075081389724643
101,2003,1212,10,-268,0.3424658260776594,17.321428571428573,10.964285714285714,16.25,0.42494558094708956
102,2003,1214,19,80,0.3227298769055736,22.5,12.666666666666666,17.7,0.4565011266342942
103,2003,1216,15,1,0.3371366805217977,20.25,13.892857142857142,14.0,0.4210882264672903
104,2003,1217,11,-56,0.3768942975410543,17.692307692307693,12.923076923076923,16.923076923076923,0.4325506985208201
105,2003,1218,18,89,0.34249703803189446,21.379310344827587,11.482758620689655,14.724137931034482,0.45319560143963106
106,2003,1219,7,-172,0.32746062887494365,20.333333333333332,11.962962962962964,16.185185185185187,0.4450840328750261
107,2003,1220,8,-189,0.3218720344297358,17.75862068965517,15.0,18.482758620689655,0.4081683579758888
108,2003,1221,25,323,0.3623317692710242,22.137931034482758,12.068965517241379,13.931034482758621,0.4594542901366492
109,2003,1222,8,-223,0.3072538143634736,15.321428571428571,11.678571428571429,17.428571428571427,0.4052767976191168
110,2003,1224,13,11,0.33448537755698876,22.1,14.166666666666666,15.2,0.43745596148292776
111,2003,1225,12,-45,0.32821866934653166,17.555555555555557,11.851851851851851,13.777777777777779,0.4129551271628441
112,2003,1226,13,-16,0.32897668843661276,20.814814814814813,11.25925925925926,14.962962962962964,0.4472345960265461
113,2003,1227,21,189,0.41025818706399475,22.275862068965516,13.517241379310345,12.517241379310345,0.47913168202258566
114,2003,1228,24,421,0.37230691811485234,19.1,9.733333333333333,13.166666666666666,0.484964417287028
115,2003,1229,8,-162,0.4497691678097798,15.241379310344827,9.758620689655173,14.862068965517242,0.4422107492610638
116,2003,1231,20,113,0.34385995328996916,22.625,11.21875,11.5,0.43073180143432704
117,2003,1232,7,-289,0.33235179578096835,14.64516129032258,9.935483870967742,13.32258064516129,0.39297683262264665
118,2003,1233,17,101,0.37326069776160525,23.689655172413794,11.137931034482758,15.344827586206897,0.4599831121835006
119,2003,1234,15,79,0.29312114773525655,22.642857142857142,11.321428571428571,15.035714285714286,0.4500703001070151
120,2003,1235,15,103,0.38705998162201416,17.75,11.285714285714286,13.571428571428571,0.457767382255282
121,2003,1236,9,-237,0.33318649263644534,20.75862068965517,9.172413793103448,15.862068965517242,0.43121763505290667
122,2003,1237,19,27,0.3403180815907862,22.625,11.6875,15.90625,0.4574060073027551
123,2003,1238,10,-113,0.3300448676587554,23.5,10.178571428571429,16.107142857142858,0.4143903812053275
124,2003,1239,12,-120,0.3034157430905052,19.464285714285715,12.178571428571429,17.142857142857142,0.4344684255822381
125,2003,1240,19,88,0.3765078326511199,21.06896551724138,12.482758620689655,14.827586206896552,0.4543087160862316
126,2003,1241,12,-67,0.32947373443959516,18.344827586206897,11.448275862068966,15.0,0.42875928393567214
127,2003,1242,23,449,0.34064319537145626,24.133333333333333,14.3,14.9,0.4873331904671726
128,2003,1243,13,104,0.37188346294228647,20.566666666666666,11.366666666666667,13.233333333333333,0.45852063295323336
129,2003,1245,20,139,0.41154783554173835,20.75862068965517,10.620689655172415,12.89655172413793,0.49105497550181976
130,2003,1246,29,430,0.34909900433108687,20.78125,12.875,14.0625,0.48713039537177516
131,2003,1247,12,-90,0.33067481696114365,23.03448275862069,13.03448275862069,14.344827586206897,0.3998640364338063
132,2003,1248,11,-79,0.35877987599590094,17.88888888888889,9.444444444444445,14.037037037037036,0.44556476894884006
133,2003,1249,12,-29,0.345344525017765,21.5,11.192307692307692,17.76923076923077,0.4277023832162473
134,2003,1250,14,1,0.35458506590919064,19.03846153846154,10.192307692307692,14.076923076923077,0.4353257694229153
135,2003,1251,14,-116,0.30093259938977546,24.344827586206897,11.551724137931034,18.17241379310345,0.404530126142105
136,2003,1252,6,-128,0.3772345356760319,26.875,10.333333333333334,17.166666666666668,0.43497233591687384
137,2003,1253,4,-313,0.3212159584349391,19.923076923076923,9.73076923076923,17.115384615384617,0.43430022921405786
138,2003,1254,9,-166,0.3037493459501656,20.785714285714285,14.821428571428571,17.285714285714285,0.435218764756498
139,2003,1256,10,-108,0.33182334658805246,21.24,12.48,14.08,0.4211130003266979
140,2003,1257,24,401,0.35922655136653164,25.1,13.2,13.366666666666667,0.4590272480615009
141,2003,1258,11,-98,0.3114424001924002,25.1,11.966666666666667,16.066666666666666,0.43051497034112934
142,2003,1259,4,-364,0.3071375950494702,21.714285714285715,10.0,17.464285714285715,0.39506944285227563
143,2003,1260,15,-5,0.3024021081023789,21.032258064516128,14.741935483870968,14.0,0.4217761681517229
144,2003,1261,21,320,0.3752205805635369,19.870967741935484,10.612903225806452,13.870967741935484,0.48831243735135277
145,2003,1263,12,34,0.3581797290871407,16.357142857142858,10.928571428571429,17.857142857142858,0.4783477877320959
146,2003,1264,23,244,0.34521651234974154,23.896551724137932,11.310344827586206,14.206896551724139,0.45301985526655614
147,2003,1265,13,-81,0.37732164588788913,19.586206896551722,10.96551724137931,13.448275862068966,0.41223690582504835
148,2003,1266,23,300,0.391267421641703,23.607142857142858,13.107142857142858,13.571428571428571,0.48467512081147535
149,2003,1267,13,-3,0.35409422884466385,20.5,8.392857142857142,14.392857142857142,0.46929015017958975
150,2003,1268,19,390,0.4007796450686765,21.571428571428573,13.75,14.107142857142858,0.4654283320063975
151,2003,1269,10,-154,0.301305112895295,17.892857142857142,10.678571428571429,15.714285714285714,0.4309519990377561
152,2003,1270,13,-42,0.364586358090693,20.22222222222222,12.25925925925926,16.925925925925927,0.4375498971432688
153,2003,1271,5,-240,0.3377795796527446,16.285714285714285,12.571428571428571,15.214285714285714,0.3863144299983106
154,2003,1272,23,252,0.34344094356002186,22.896551724137932,14.068965517241379,13.793103448275861,0.43945740965322166
155,2003,1273,22,144,0.3711879913135129,23.785714285714285,13.964285714285714,16.607142857142858,0.47241037228603794
156,2003,1274,11,32,0.33329247415496044,19.964285714285715,13.214285714285714,16.535714285714285,0.42586233144463115
157,2003,1275,12,-28,0.32344889019152895,17.48148148148148,9.037037037037036,11.592592592592593,0.4194055452452369
158,2003,1276,17,52,0.34515182503740854,21.166666666666668,11.866666666666667,14.133333333333333,0.43415800297220264
159,2003,1277,19,194,0.36442487503146687,22.129032258064516,10.67741935483871,14.548387096774194,0.45423461690305383
160,2003,1278,16,74,0.3709956751318993,21.857142857142858,13.107142857142858,15.285714285714286,0.43615002910559497
161,2003,1279,14,87,0.3739751273561457,18.655172413793103,10.10344827586207,13.620689655172415,0.45600140691861357
162,2003,1280,21,300,0.34560446605338246,17.633333333333333,12.666666666666666,15.633333333333333,0.47157736074109474
163,2003,1281,21,164,0.35903017918318675,18.161290322580644,13.483870967741936,13.612903225806452,0.44348732375040784
164,2003,1282,9,-214,0.3527800168593141,18.0,11.689655172413794,12.413793103448276,0.40828384352835
165,2003,1283,17,149,0.3659154090989257,22.517241379310345,12.586206896551724,13.482758620689655,0.43698187818691836
166,2003,1284,15,-30,0.3352851117396282,21.535714285714285,8.25,14.928571428571429,0.4309118003675076
167,2003,1285,12,-54,0.36143168327426306,18.892857142857142,10.75,13.892857142857142,0.43267401719724524
168,2003,1286,9,-62,0.3502690184662577,18.92,8.64,14.08,0.4327912497554425
169,2003,1287,17,108,0.3866485754556284,21.53846153846154,11.538461538461538,13.961538461538462,0.4952260074242135
170,2003,1288,7,-235,0.357723321688572,22.896551724137932,14.379310344827585,15.827586206896552,0.40831730682694417
171,2003,1289,4,-361,0.2749651133432381,21.416666666666668,11.25,17.583333333333332,0.3949941086670122
172,2003,1290,14,39,0.3580166613097338,16.74074074074074,17.25925925925926,11.666666666666666,0.4009663356596715
173,2003,1291,11,-166,0.32804750503039376,19.88888888888889,12.333333333333334,15.074074074074074,0.38831317581954927
174,2003,1292,14,2,0.36141113704793926,18.785714285714285,10.464285714285714,16.142857142857142,0.4615676953980064
175,2003,1293,15,143,0.32660119340178106,19.037037037037038,13.518518518518519,13.703703703703704,0.4589942782812682
176,2003,1296,17,-6,0.3848669464939919,22.387096774193548,13.0,17.0,0.4606105103086766
177,2003,1298,7,-165,0.3100940357996524,18.846153846153847,10.653846153846153,17.23076923076923,0.41374441459313205
178,2003,1299,1,-515,0.3380550694868545,18.26923076923077,12.115384615384615,17.115384615384617,0.39086072220463824
179,2003,1301,18,132,0.3505637982101566,20.466666666666665,9.733333333333333,14.2,0.4585071113040031
180,2003,1304,11,-151,0.2733255052007054,20.03448275862069,12.206896551724139,14.379310344827585,0.40073470835100955
181,2003,1305,17,134,0.3528962617343737,27.966666666666665,12.9,12.833333333333334,0.4356645524516875
182,2003,1306,5,-334,0.32619420190682913,24.035714285714285,11.678571428571429,16.214285714285715,0.4011278644333548
183,2003,1307,9,-123,0.3679238216642148,21.296296296296298,10.407407407407407,11.962962962962964,0.41891827425183076
184,2003,1308,19,157,0.33295341260650224,21.5,12.321428571428571,13.428571428571429,0.44793475062689886
185,2003,1309,13,-18,0.39797951540634136,22.37037037037037,13.444444444444445,16.555555555555557,0.44308053865656116
186,2003,1310,17,-7,0.32520734377928384,25.413793103448278,13.586206896551724,14.586206896551724,0.4662800901285422
187,2003,1311,2,-438,0.3398227806760808,15.925925925925926,10.222222222222221,17.85185185185185,0.3860190549690951
188,2003,1313,14,-58,0.311920340212947,21.79310344827586,11.724137931034482,17.137931034482758,0.42613179594221295
189,2003,1314,17,10,0.34897320763540274,18.875,11.875,15.0,0.4302961817273992
190,2003,1317,5,-269,0.3292450734711444,20.576923076923077,12.038461538461538,17.307692307692307,0.4230971745071565
191,2003,1318,14,-8,0.32166694570822196,20.103448275862068,13.206896551724139,15.241379310344827,0.42646892221260585
192,2003,1319,13,-10,0.3829173304732564,18.615384615384617,10.461538461538462,16.576923076923077,0.4552930514824211
193,2003,1320,10,-96,0.3838626042666914,16.962962962962962,8.11111111111111,13.25925925925926,0.4478879850764758
194,2003,1321,12,-89,0.31642817922911737,18.24137931034483,9.551724137931034,12.862068965517242,0.43076465935845226
195,2003,1322,6,-235,0.27523669109496424,22.666666666666668,13.925925925925926,18.62962962962963,0.39765155518857526
196,2003,1323,22,276,0.3840556625839083,22.838709677419356,11.387096774193548,12.774193548387096,0.4509864549216433
197,2003,1324,15,69,0.32914251027569935,25.46153846153846,12.576923076923077,14.0,0.454965695014189
198,2003,1325,14,-101,0.36838479312650385,24.9,10.133333333333333,15.233333333333333,0.4578746218123035
199,2003,1326,17,-1,0.33398196799150554,23.64516129032258,11.580645161290322,13.870967741935484,0.41212283452102794
200,2003,1328,24,330,0.391225028617006,18.6,12.133333333333333,11.8,0.4462205360376688
201,2003,1329,20,189,0.35904845987316353,22.344827586206897,12.379310344827585,14.655172413793103,0.44429272509042195
202,2003,1330,12,55,0.3191783429177924,20.40740740740741,13.962962962962964,13.296296296296296,0.40618271721356636
203,2003,1331,17,158,0.3678768054752502,25.074074074074073,12.0,14.407407407407407,0.44508110619859637
204,2003,1332,23,264,0.39275197086143593,20.65625,11.375,15.21875,0.4619126923308173
205,2003,1333,12,-54,0.3087980894684853,22.62962962962963,11.25925925925926,13.592592592592593,0.4206080237428644
206,2003,1334,12,-2,0.3292424414878047,17.321428571428573,11.178571428571429,13.5,0.4160803062095721
207,2003,1335,22,291,0.4247513613521621,18.77777777777778,9.333333333333334,13.0,0.4686211893958593
208,2003,1336,7,-274,0.33287540075372035,15.535714285714286,11.535714285714286,15.892857142857142,0.40532655760373
209,2003,1337,15,-9,0.3877247684152092,18.107142857142858,10.857142857142858,13.0,0.4628826593223981
210,2003,1338,26,473,0.3653420210481053,22.8,11.3,15.1,0.5020716416970419
211,2003,1339,10,-152,0.3288623216732778,22.48148148148148,8.25925925925926,14.222222222222221,0.4126505752319592
212,2003,1340,4,-226,0.3306394834955206,19.96,10.0,18.04,0.39716875499061877
213,2003,1341,17,-31,0.31391844813431236,23.20689655172414,10.758620689655173,14.655172413793103,0.43848755186953253
214,2003,1343,15,75,0.3492853666051089,16.346153846153847,8.346153846153847,11.807692307692308,0.46945611629886436
215,2003,1344,16,108,0.3417058988840359,20.0,12.137931034482758,14.310344827586206,0.43482686875804005
216,2003,1345,18,182,0.31842316744102456,25.5,10.392857142857142,13.821428571428571,0.4349954993396589
217,2003,1346,16,19,0.3550443473099378,22.178571428571427,11.785714285714286,15.5,0.4531312415169691
218,2003,1347,10,-307,0.3289814032168657,21.0,11.966666666666667,14.333333333333334,0.37250954681541043
219,2003,1348,18,12,0.2989871315640982,24.344827586206897,15.379310344827585,13.724137931034482,0.4016103318316299
220,2003,1349,17,65,0.38427813411473544,21.555555555555557,10.777777777777779,16.51851851851852,0.4641024002937644
221,2003,1350,15,96,0.33943803322644445,18.928571428571427,11.142857142857142,12.25,0.41945839247893174
222,2003,1351,12,-45,0.30421499125025336,16.892857142857142,10.964285714285714,13.392857142857142,0.4203512744230153
223,2003,1352,9,-98,0.38683264069788553,18.384615384615383,9.5,13.538461538461538,0.47150901571927395
224,2003,1353,12,-38,0.33708128087211575,19.571428571428573,13.892857142857142,13.642857142857142,0.3977891939957005
225,2003,1354,20,46,0.33161720589352156,25.8,12.966666666666667,19.466666666666665,0.4594723900260624
226,2003,1356,24,193,0.39484927281753907,19.4,10.833333333333334,12.5,0.4732612164416443
227,2003,1357,7,-237,0.33276446771120155,14.642857142857142,12.964285714285714,15.392857142857142,0.41746005984170054
228,2003,1358,21,176,0.36180394975971836,23.51851851851852,10.777777777777779,15.703703703703704,0.4589815189401367
229,2003,1359,12,-49,0.37663708190413175,14.185185185185185,6.074074074074074,14.925925925925926,0.4728541338976176
230,2003,1360,17,87,0.3815287593731805,26.321428571428573,11.535714285714286,18.178571428571427,0.4732910695242961
231,2003,1361,14,32,0.36555570604235005,20.296296296296298,12.962962962962964,14.88888888888889,0.4678405441939695
232,2003,1362,14,18,0.38387776217259606,16.892857142857142,10.607142857142858,13.428571428571429,0.4646837267030836
233,2003,1363,5,-235,0.3260596775019851,19.23076923076923,12.461538461538462,13.692307692307692,0.4191755955680327
234,2003,1364,18,140,0.3832273043715994,19.612903225806452,9.064516129032258,12.387096774193548,0.44406442095390963
235,2003,1365,12,-121,0.353369118838027,19.666666666666668,11.814814814814815,15.148148148148149,0.4227695867984333
236,2003,1366,3,-458,0.26598451946835167,17.814814814814813,15.333333333333334,19.48148148148148,0.372451221260963
237,2003,1368,9,-134,0.29971317583684637,20.72,11.04,13.68,0.3987340990002891
238,2003,1369,9,-145,0.3935970992507996,16.464285714285715,9.714285714285714,13.464285714285714,0.45649023285942575
239,2003,1371,17,45,0.3370689026922636,20.896551724137932,12.379310344827585,14.827586206896552,0.43344273895644114
240,2003,1372,19,182,0.38492677438755873,21.962962962962962,10.333333333333334,13.333333333333334,0.4773924898658734
241,2003,1373,19,131,0.360009450115767,26.06896551724138,14.620689655172415,16.0,0.4357740312463774
242,2003,1374,17,0,0.30834341337931986,24.3,12.966666666666667,15.8,0.4365276339837349
243,2003,1375,12,-28,0.3523860078767876,18.653846153846153,10.76923076923077,12.76923076923077,0.43175462690403604
244,2003,1376,12,-44,0.29805100510837435,18.464285714285715,10.964285714285714,13.321428571428571,0.4241534884657443
245,2003,1378,14,-9,0.34125648265685854,18.928571428571427,12.714285714285714,15.142857142857142,0.4319605571418874
246,2003,1379,13,-94,0.2794737993641057,23.689655172413794,12.931034482758621,15.413793103448276,0.4137700058059803
247,2003,1380,7,-116,0.2856214550196031,17.77777777777778,14.222222222222221,15.592592592592593,0.40890010395796605
248,2003,1381,9,-151,0.3808158295357629,18.615384615384617,8.461538461538462,15.0,0.46837304975192573
249,2003,1382,13,37,0.37577626010827603,18.0,12.851851851851851,12.407407407407407,0.4244458980225133
250,2003,1383,14,0,0.3542647525260438,23.466666666666665,12.166666666666666,17.7,0.4593446970685255
251,2003,1384,14,-43,0.3630488833742732,19.892857142857142,10.0,15.535714285714286,0.43726039497360747
252,2003,1385,16,53,0.32563137278198334,21.79310344827586,16.79310344827586,12.89655172413793,0.4088616929988568
253,2003,1386,23,329,0.36294550779800694,20.655172413793103,11.172413793103448,12.931034482758621,0.4466449819363004
254,2003,1387,16,9,0.34605458981192944,17.379310344827587,8.655172413793103,11.068965517241379,0.4403309221862089
255,2003,1388,14,32,0.3759010751297503,24.24137931034483,9.586206896551724,16.896551724137932,0.4457137902433851
256,2003,1389,10,-132,0.3318797541644284,17.93103448275862,14.310344827586206,14.931034482758621,0.42259292871270876
257,2003,1390,23,164,0.3616538017778687,20.774193548387096,13.741935483870968,14.32258064516129,0.4453851143847865
258,2003,1391,6,-251,0.3145238057017647,20.346153846153847,14.615384615384615,14.653846153846153,0.39779131248117966
259,2003,1392,11,-83,0.34222648316331333,21.96153846153846,11.153846153846153,15.73076923076923,0.43970184569296583
260,2003,1393,24,296,0.33913370667267323,23.620689655172413,14.310344827586206,13.620689655172415,0.4721131205008541
261,2003,1394,11,-122,0.30895094654888655,24.384615384615383,12.461538461538462,17.03846153846154,0.4503277482072703
262,2003,1395,9,-106,0.32634292331072773,26.0,13.107142857142858,15.428571428571429,0.42686894454836677
263,2003,1396,15,-8,0.3282517621265546,15.4,12.766666666666667,10.033333333333333,0.4046402564790802
